fa_id,F_NUMBER,CF_ACCURACY,audit_full,type_audit,Farm Type,FA_GENT,FA_PRINCT,FA_PART,audit_year,carbon_other,de_d,de_e,de_of,de_re,de_rh,total_de,ie_fert,ie_lime,ie_feed,ie_bed,ie_pest,ie_wp,ie_refloss,ie_dc,ie_tr,total_ie,total_co2eu,me_ferm,me_manm,total_me,no_fert,no_mants,no_manm,no_orgmants,crop_nres,total_no,wf_co2,seqfor,netmlandu,total_wf_co2,total_lu_co2,total_ha_co2,farm_output_kg,Averages size of Business,sumsox,o_tot,outp_ns,o_tgs,i_totnew,FBI,i_feed,i_fee_ho,Q of Feed Home Produced (tonnes),i_ole,i_fert,labourx,i_mach,i_machd,landbc,newxmisc,Output/Input Ratio,Output/Input less SUBS Ratio,Average size of farm (hectares),aoc,aop,aosr,aocc,aofc,agr,noe,nrc,ndc,fis_d_oc,o_tc,o_tl,o_miscnew,omcat12,bullzz,dcow,ocat12,ofcat2,heifrr,omcat2,ocatt1,reacow,caveal,hefdar,chikks,fdeer,goatzz,henszz,opoult,tchick,booars,sowgil,piglet20,stopig,horsey,o_live,ewehlow,lamlow,oshlow,ramlow,ewelow,ewehill,lamhil,oshhil,ramhil,ewehil,dsecxx613,dseczz612,cropxp,livexp,otherxp,YS_YEAR,FA_ESU,FS_SIZE,FA_ORGPC,FA_CNW,FA_NETP,FA_TCCV,FA_TCOV,FA_MCV,FA_MOV,FA_INT,FA_LABU,FA_ACV,FA_AOV,FA_MIOUT,FA_MIOUQ,FA_VCEXP,FA_TFCEX,FA_GLU,FA_OUTPT,FA_CINC,FA_CREV,FA_LREV,FA_IFEED,FA_IFUEL,i_lbc_rr,i_gross_rent,i_labour,FT_TEN,FA_FBUS,FA_AAUA,CO2e_PerAdjHA,NUTS2,lfasubx,lfabase,lfasupp,nsub_bps,nsub_bes,nsub_dtup,nsub_ssbeef,nsub_susheep,srdp1,srdp2,lmo,agri_eg,aid_scp,esa_g,supp_ad,supp_fa,fws_g,other_g,supp_q,othersub,ar_pil2,arg,aarg,afwl,aowl,lab_hrs_reg
114642021,11464,Average,2,0,1,1 - Specialist field crops,"15 - Specialist cereals, oilseeds and protein crops","151 - Specialist cereals (not rice), oilseeds and protein crops",.,0,61156,2010,13896,0,0,77062,319100,0,1557,0,497,0,0,191,0,321345,398407,92747,2265,95011,0,203596,0,27268,39965,270828,764247,72201,692046,0.46,21533,3028,1641966,2.9637,208979.16,376390,322239,54151,323346,96477,1460,0,0,10816,55928,60350,42429,37758,30860,39118,1.28535,1.12519,252.37,148.77,0,25.73,0,0,77.84,262.5,0,0,0,238315,34987,48937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,263,8.3,7,262.5,0,0,0,0,0,.,.,100555,12276,210515,2021,88.49,8,1,4207121,73575,147214,193935,162922,179288,5874,3.89,4528435,4424917,0,0,112831,292653,51.89,374615,129048,248171,51018,1460,16444,1006,0,60350,1,4,252.37,3028.28,UKM7,0,0,0,54151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,1,5.63,8100
114922021,11492,Average,2,0,1,1 - Specialist field crops,"15 - Specialist cereals, oilseeds and protein crops","151 - Specialist cereals (not rice), oilseeds and protein crops",31/03/2020,0,53166,2039,4664,0,0,59869,205725,0,0,0,430,0,0,0,0,206155,266024,0,0,0,0,151166,0,0,33544,184711,450734,1851,448883,0.34,0,2301,1296960,2.0905,229014.15,242206,198959,43247,175611,81139,0,0,0,0,19095,3066,33173,40663,12229,23868,1.45886,1.21429,195.85,153.92,8,0,16.25,11.14,6.54,0,0,0,0,190546,0,8413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,62612,0,112999,2021,95.97,8,1,3500225,74453,68744,63152,179329,172917,7210,1,3791539,3705120,0,0,65678,176795,0,242206,107071,184582,0,0,10508,5472,0,3066,1,2,195.85,2301.42,UKM7,0,0,0,43247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,3200
114962021,11496,Average,2,0,8,8 - Mixed Crops - livestock,83 - Field crops - grazing livestock combined,834 - Non-dairying grazing livestock combined with field crops,.,0,50956,5190,10716,0,0,66863,205821,76650,85167,10878,246,0,0,1174,0,379936,446799,557342,15772,573115,0,147844,0,182581,26532,356957,1376870,0,1376870,2.1,7860,4452,655007,4.3537,295544.47,353355,258396,94959,263603,88864,25179,0,0,14311,33339,4588,37571,47336,40084,42636,1.32901,0.97743,309.3,88,7.3,0,0,0,214,0,112,0,185.2,121342,116252,20802,37.8,3.5,0,1.2,25.7,7,0,110,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,51898,39490,172215,2021,97.8,8,1,4413496,118027,280357,315599,204775,164423,21599,1.7,5056448,4675635,0,0,95976,235987,166.95,353355,179480,119656,161142,25179,12639,1624,0,4588,1,2,309.3,4451.57,UKM7,4279,4279,0,67772,0,0,11683,0,0,0,0,0,0,0,0,0,0,0,0,0,11225,0,0,0,0,4124
115012021,11501,Average,2,0,6,4 - Specialist grazing livestock,"48 - Sheep, goats and other grazing livestock",482 - Sheep and cattle combined,.,0,19570,1399,24806,0,0,45775,54581,16106,130020,0,0,0,0,1741,0,202448,248224,630350,16432,646782,0,30520,0,198307,5131,233959,1128964,149193,979771,22.22,4945,7154,50790,5.83,136811.83,266922,201032,65890,222863,60693,56029,0,0,39976,11077,4446,33674,30512,9362,36278,1.2542,0.97823,651.6,0,0,0,0,0,102.9,1120.5,60,0,91,0,169991,31041,11,2.5,0,16,0,2.5,0,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,299,586.9,2.3,62,1120.5,.,.,12586,96005,114272,2021,49.49,8,1,1765901,49965,215995,219960,135562,124076,12578,1.16,2217891,2076541,0,0,113037,136469,237.63,266922,83926,0,211413,56029,12036,1368,0,4446,1,1,157.8,7154.4,UKM9,9631,9631,0,46628,0,0,9631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.7,54.9,0,13.7,2808
115022021,11502,Average,2,0,6,4 - Specialist grazing livestock,"48 - Sheep, goats and other grazing livestock",482 - Sheep and cattle combined,.,0,105426,3301,15793,0,0,124520,0,0,163572,0,28,0,0,2086,0,165685,290206,1161150,30835,1191985,0,0,0,372547,16148,388695,1870885,235224,1635661,27.35,4934,6788,68385,8.5295,266484.28,409478,317084,92394,463003,-51787,74899,23400,180,46184,0,103479,62224,86508,26295,48904,0.89172,0.69853,355,10.11,0,0,0,12.14,242.05,1241,139,0,221.6,-2800,295817,24067,45,4.5,0,15.9,0,21.2,0,135,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,838.2,15.8,28,1241,.,.,14510,121083,327410,2021,88.08,8,2,3790812,-45962,521789,485970,392396,353947,21065,5.34,5085284,4799820,0,0,146182,363715,389.74,409478,3034,0,285031,74899,24804,9424,6500,103479,4,1,275.6,6788.41,UKM9,9753,9753,0,69548,0,0,13093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.7,11.3,13.3,8.3,11490
115062021,11506,Average,2,0,8,8 - Mixed Crops - livestock,83 - Field crops - grazing livestock combined,833 - Field crops combined with non-dairying grazing livestock,.,0,100968,3915,11637,0,0,116521,92686,0,34051,12778,441,0,0,842,0,140799,257319,493128,12952,506079,0,79512,0,193770,38622,311904,1075303,0,1075303,0.85,6295,5442,1259731,3.26,318016.92,577893,536781,41112,407880,207830,47143,18590,110,21738,36848,32037,89193,74943,41170,29614,1.47552,1.38146,197.6,142,0,14,0,7.31,34.29,4.5,0,0,260,236127,141804,158850,80,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,12.3,0,4.5,0,0,0,0,0,.,.,72042,68881,266957,2021,97.48,8,1,1667254,185332,177923,187817,344559,320053,2415,2,1846789,1701253,0,0,140923,297423,163.24,577893,266497,198615,398449,47143,27683,22913,21000,32037,4,1,197.6,5441.82,UKM7,0,0,0,41112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5616
115072021,11507,Average,2,0,2,1 - Specialist field crops,16 - General field cropping,162 - COP and root crops combined,.,0,35147,2469,6629,0,0,44246,181367,0,0,0,321,0,0,0,0,181688,225933,0,0,0,0,129485,0,0,24492,153977,379910,0,379910,0.4,0,2815,942640,1.5032,175131.3,208850,182616,26234,144309,85826,0,0,0,0,15114,1726,46755,20220,9919,18343,1.58412,1.40557,147.36,85.04,8.34,0,30.94,3.11,5.03,0,0,0,0,164199,0,18417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,47346,0,96963,2021,65.66,8,1,2710660,68584,89250,65342,86922,112511,2036,1.1,2858169,2669449,0,0,47346,145662,0,208850,60652,138779,0,0,2279,3778,1620,1726,4,1,134.96,2814.98,UKM7,0,0,0,26234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,2.5,0,0,2791
115092021,11509,Average,2,0,4,4 - Specialist grazing livestock,"48 - Sheep, goats and other grazing livestock",481 - Specialist sheep,22/12/2020,498411,6478,1334,8489,0,0,16301,689,49058,3864,0,0,0,0,2478,0,56089,72391,333497,8096,341593,0,0,0,97465,685,98150,512133,239580,272553,24.63,3425,3125,20788,4.8732,83234.15,141415,53056,88359,105478,35680,3247,0,0,10788,2573,8932,10987,14822,21986,31191,1.31178,0.53967,1200.3,0,0,0,0,0,48.8,1220,0,0,0,0,46122,6934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,357.5,495.3,0,44,1220,.,.,3525,14035,87918,2021,30.99,7,4,2484469,50251,101138,112382,75711,65734,2222,2.57,2535267,2342700,0,0,17560,149189,160.31,141415,76037,0,58759,3247,4503,2290,0,4200,1,2,163.9,3124.67,UKM7,8165,8165,0,52901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27293,1151.5,115.1,0,22,6120
115152021,11515,Average,1,1,6,4 - Specialist grazing livestock,"48 - Sheep, goats and other grazing livestock",482 - Sheep and cattle combined,28/02/2019,482108,14083,850,6194,0,0,21126,33714,4113,66403,0,0,0,0,476,0,104705,125831,218271,5982,224253,0,25153,0,66847,4130,96131,446215,44649,401566,34.86,5982,3675,12798,1.9484,70470.58,132723,97343,35380,111524,25746,22395,0,0,13993,6590,4725,15185,13551,21405,9807,1.22189,0.91697,138.58,0,0,0,0,0,115.71,258,38,0,29.2,-740,83018,15065,0,1,0,1.7,0,5,0,21.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281.3,12.4,8,258,.,.,10463,36388,64673,2021,16.67,7,1,538857,27688,82469,85970,61142,59387,1600,1.32,710494,672284,0,0,46851,94334,79.13,132723,41392,0,109048,22395,5500,7851,6533,4725,4,1,121.41,3675.27,UKM7,3149,3149,0,28504,0,0,3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.87,5.7,0,4.1,2955
115162021,11516,Average,2,0,2,1 - Specialist field crops,16 - General field cropping,161 - Specialist root crops,.,0,322541,119023,19366,0,0,460930,511627,177896,0,0,1302,0,0,0,0,690825,1151755,0,0,0,0,242482,0,0,82404,324885,1476641,33759,1442882,0.16,0,3589,9181890,11.3032,1335375.12,1730283,1674240,56043,1857937,-117132,0,0,0,0,166763,243709,361955,196793,340785,175916,0.9371,0.907,411.42,158.75,158.28,35.84,33.25,25.3,0,0,0,0,0,1564698,0,109542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,538779,0,1319158,2021,419.62,10,1,3438169,-44476,504328,633565,901429,816597,118124,7,9605666,8210970,0,0,617826,1148224,0,1730283,148306,1542665,0,0,102171,203188,199636,243709,4,2,411.42,3589.13,UKM7,0,0,0,56043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,17590
115182021,11518,Average,1,1,8,8 - Mixed Crops - livestock,84 - Various crops and livestock combined,844 - Various mixed crops and livestock,28/11/2020,1373081,97268,6198,8258,0,0,111723,299465,0,339958,0,684,0,0,682,0,640788,752511,531789,14934,546723,0,216189,0,185010,46920,448119,1747353,366993,1380360,1.52,10340,3518,1146056,5.9568,530967.78,542875,424120,118755,565163,23057,96615,3750,25,17779,37835,136361,59637,44817,48711,66762,1.03733,0.84506,496.7,178,0,59,5,13.2,241.5,0,99,0,187.5,216911,193976,13233,20.4,4.5,0,46,0,19.6,0,97,99,0,0,0,0,0,3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,94481,114394,356288,2021,170.1,9,1,6475090,-3352,430770,401231,194642,144041,12600,4.9,7113788,6740392,0,0,211654,395004,161.74,542875,-5853,166114,95684,96615,20212,5091,3165,136361,4,1,496.7,3517.92,UKM9,4150,4150,0,87250,0,0,9266,0,0,0,0,0,0,0,0,0,0,0,0,0,18089,0,0,0,33.7,11687
115222021,11522,Average,2,0,1,1 - Specialist field crops,"15 - Specialist cereals, oilseeds and protein crops","151 - Specialist cereals (not rice), oilseeds and protein crops",.,0,63421,1217,4758,0,0,69396,106634,0,0,0,236,0,0,0,0,106870,176266,0,0,0,0,76550,0,0,16637,93187,269453,133947,135506,0.38,0,2528,708050,0.8411,90753.07,195784,172842,22942,166015,36282,0,0,0,0,14172,17723,38691,38481,20594,16810,1.21767,1.08003,106.6,84.56,0,0,0,4,18.04,0,0,0,0,88076,0,84766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,33716,0,132299,2021,40.35,8,1,1820706,39543,46264,42823,165440,147293,748,2.81,1902872,1847232,0,0,33842,190349,0,195784,66329,85007,0,0,13696,3564,0,17723,1,1,106.6,2527.7,UKM7,0,0,0,22942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,5754
115272021,11527,Average,2,0,2,1 - Specialist field crops,16 - General field cropping,162 - COP and root crops combined,.,0,94859,13746,4203,0,0,112808,283632,116800,0,0,407,0,0,0,0,400839,513647,0,0,0,0,210900,0,0,42664,253563,767211,0,767211,0.53,0,2304,1428400,4.0442,404815.95,376554,303321,73233,256623,143481,0,0,0,0,45614,0,91600,21251,27224,30856,1.51355,1.25143,332.92,145.79,25.66,0,18.77,22.3,120.4,0,0,0,0,299864,0,3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,85692,0,170931,2021,141.84,9,1,4977550,133881,108128,139853,108615,62197,1360,1.52,5063077,5036709,0,0,85692,273336,0,376554,163657,326506,0,0,8191,2131,0,0,1,1,332.92,2304.49,UKM7,0,0,0,73233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200
