FA_ID,AN_CODE,CROP_YEAR,FARM_TYPE,TOTAL_AREA,NOUTPUT_BARLEY,NOUTPUT_WHEAT,NOUTPUT_OSR,NOUTPUT_OATS_MC,NOUTPUT_STRAW,NOUTPUT_WHOLECROP,NOUTPUT_SILAGE,NOUTPUT_HAY,NOUTPUT_PEAS,NOUTPUT_BEANS,NOUTPUT_KALE_TURNIPS,NOUTPUT_SUGAR_BEET,NOUTPUT_POTATOES,NOUTPUT_VEG,NOUTPUT_FRUIT,NOUTPUT_CATTLE_MEAT,NOUTPUT_SHEEP_MEAT,NOUTPUT_PIG_MEAT,NOUTPUT_POULTRY_MEAT,NOUTPUT_EGGS,NOUTPUT_MILK,NOUTPUT_WOOL,NOUTPUT_TOTAL,NINPUT_FERT,NINPUT_LIQN,NINPUT_CEREALS,NINPUT_WHOLECROP,NINPUT_STRAW,NINPUT_HAY,NINPUT_SILAGE_GRASS,NINPUT_SILAGE_MAIZE,NINPUT_HIGH_ENERGY_CONCS,NINPUT_LOW_ENERGY_CONCS,NINPUT_MEDIUM_ENERGY_CONCS,NINPUT_SOYBEANS,NINPUT_SOYA_OILCAKE,NINPUT_POTATOES_VEG,NINPUT_RAPECAKE,NINPUT_DRAFF,NINPUT_BEETPULP,NINPUT_MILKPOWDER,NINPUT_PEAS,NINPUT_BEANS,NINPUT_ATMOS_N,NINPUT_SEED_BARLEY,NINPUT_SEED_WHEAT,NINPUT_SEED_OSR,NINPUT_SEED_OATS,NINPUT_SEED_WHOLECROP,NINPUT_SEED_PEAS,NINPUT_SEED_BEANS,NINPUT_SEED_KALE_TURNIPS,NINPUT_SEED_SUGAR_BEET,NINPUT_SEED_POTS,NINPUT_BEDDING,NINPUT_FYM,NINPUT_COMPOSTED,NINPUT_MIXED_SLURRY,NINPUT_SOLID_POULTRY,NINPUT_TOTAL,NUE,FARM_N_SURPLUS,TOTAL_ADJUSTED_AREA,ROUGH_GRAZING,ORGANIC_CODE,Variable,COMMENT
115592022,NNKG,2021,Specialist Cereals,129.38,0.00,"13,267.49",0.00,"4,123.54",116.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,264.61,0.00,0.00,0.00,0.00,0.00,0.00,"17,772.60","29,157.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,809.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,776.28,0.00,327.60,0.00,143.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"31,214.45",56.94%,103.89,134.50,0.00,1,Total_N_kg,
115592022,NKGH,2021,Specialist Cereals,129.38,0.00,102.55,0.00,31.87,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.05,0.00,0.00,0.00,0.00,0.00,0.00,137.37,225.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,2.53,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,241.26,56.94%,103.89,134.50,0.00,1,KG_per_ha,
116342022,NNKG,2021,Specialist Cereals,92.33,"5,040.50",0.00,0.00,0.00,162.00,0.00,0.00,618.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.44,0.00,0.00,0.00,0.00,0.63,"5,876.31","9,096.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.97,0.00,52.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,553.98,217.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,039.55",58.53%,45.09,93.31,0.00,1,Total_N_kg,
116342022,NKGH,2021,Specialist Cereals,92.33,54.59,0.00,0.00,0.00,1.75,0.00,0.00,6.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.01,63.64,98.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.74,58.53%,45.09,93.31,0.00,1,KG_per_ha,
131022022,NNKG,2021,Mixed Farms,113.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,747.12,0.00,0.00,0.00,0.00,0.00,593.79,0.00,0.00,0.00,0.00,6.89,"1,347.80","10,044.00",0.00,0.00,0.00,135.00,344.00,0.00,0.00,0.00,0.00,"7,264.57",0.00,0.00,0.00,0.00,0.00,0.00,28.15,0.00,0.00,678.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,494.38",7.29%,151.61,113.10,0.00,1,Total_N_kg,
131022022,NKGH,2021,Mixed Farms,113.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.61,0.00,0.00,0.00,0.00,0.00,5.25,0.00,0.00,0.00,0.00,0.06,11.92,88.81,0.00,0.00,0.00,1.19,3.04,0.00,0.00,0.00,0.00,64.23,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163.52,7.29%,151.61,113.10,0.00,1,KG_per_ha,
132682022,NNKG,2021,Mixed cattle & sheep,130.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,677.02,429.89,0.00,0.00,0.00,0.00,4.04,"1,110.94","18,990.00",0.00,"1,678.90",0.00,418.50,20.80,620.50,0.00,0.00,0.00,"3,271.43",0.00,0.00,0.00,0.00,0.00,0.00,12.39,0.00,0.00,392.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"25,404.62",4.37%,185.87,274.70,719.90,1,Total_N_kg,
132682022,NKGH,2021,Mixed cattle & sheep,130.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.18,3.29,0.00,0.00,0.00,0.00,0.03,8.50,145.29,0.00,12.85,0.00,3.20,0.16,4.75,0.00,0.00,0.00,25.03,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.37,4.37%,185.87,274.70,719.90,1,KG_per_ha,
128532022,NNKG,2021,General Cropping,216.30,"9,804.75","7,560.80","2,213.58",0.00,"1,555.20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,520.01",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"26,654.34","48,584.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,297.80",310.86,189.59,2.96,0.00,0.00,0.00,0.00,0.00,0.00,404.12,0.00,0.00,0.00,0.00,0.00,"50,789.93",52.48%,111.58,224.39,0.00,1,Total_N_kg,
128532022,NKGH,2021,General Cropping,216.30,45.33,34.96,10.23,0.00,7.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.23,224.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1.44,0.88,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.87,0.00,0.00,0.00,0.00,0.00,234.81,52.48%,111.58,224.39,0.00,1,KG_per_ha,
120752022,NNKG,2021,Mixed cattle & sheep,287.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122.57,82.12,0.00,0.00,0.00,0.00,0.64,205.34,625.00,0.00,0.00,0.00,81.00,"1,440.00",212.50,0.00,0.00,0.00,"1,461.87",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,863.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,683.38",4.38%,15.57,63.10,408.93,1,Total_N_kg,
120752022,NKGH,2021,Mixed cattle & sheep,287.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.29,0.00,0.00,0.00,0.00,0.00,0.71,2.17,0.00,0.00,0.00,0.28,5.01,0.74,0.00,0.00,0.00,5.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.28,4.38%,15.57,63.10,408.93,1,KG_per_ha,
115532022,NNKG,2021,General Cropping,162.61,"9,951.80",0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,411.62,224.90,0.00,0.00,0.00,0.00,0.38,"10,620.70","16,909.20",0.00,353.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,117.69",0.00,0.00,0.00,0.00,0.00,0.00,17.68,0.00,0.00,975.66,326.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"19,700.21",53.91%,55.84,218.18,1.85,1,Total_N_kg,
115532022,NKGH,2021,General Cropping,162.61,61.20,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.53,1.38,0.00,0.00,0.00,0.00,0.00,65.31,103.99,0.00,2.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.87,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,6.00,2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121.15,53.91%,55.84,218.18,1.85,1,KG_per_ha,
117042022,NNKG,2021,Mixed Farms,81.34,0.00,0.00,0.00,"1,498.68",0.00,0.00,0.00,328.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,864.51,403.93,0.00,0.00,0.00,0.00,0.49,"3,096.26","12,384.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,121.77",60.35,0.00,0.00,0.00,0.00,0.00,563.00,0.00,0.00,488.04,0.00,0.00,0.00,47.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,"17,664.49",17.53%,179.10,87.81,0.00,1,Total_N_kg,
117042022,NKGH,2021,Mixed Farms,81.34,0.00,0.00,0.00,18.42,0.00,0.00,0.00,4.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.63,4.97,0.00,0.00,0.00,0.00,0.01,38.07,152.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.67,0.74,0.00,0.00,0.00,0.00,0.00,6.92,0.00,0.00,6.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,217.17,17.53%,179.10,87.81,0.00,1,KG_per_ha,
110742022,NNKG,2021,Specialist Cereals,266.52,"11,986.70","14,062.88",0.00,0.00,"1,121.04",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"27,170.62","41,988.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,599.12",448.48,417.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"44,453.38",61.12%,64.85,269.05,0.00,1,Total_N_kg,
110742022,NKGH,2021,Specialist Cereals,266.52,44.97,52.76,0.00,0.00,4.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.95,157.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1.68,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,166.79,61.12%,64.85,269.05,0.00,1,KG_per_ha,
118102022,NNKG,2021,General Cropping,93.68,865.30,"5,247.84",0.00,"4,228.16",993.60,0.00,531.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"11,866.15","19,252.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,562.08,38.86,143.68,0.00,171.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"20,167.64",58.84%,88.62,131.53,0.00,1,Total_N_kg,
118102022,NKGH,2021,General Cropping,93.68,9.24,56.02,0.00,45.13,10.61,0.00,5.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.67,205.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.41,1.53,0.00,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.28,58.84%,88.62,131.53,0.00,1,KG_per_ha,
128782022,NNKG,2021,Specialist Cereals,81.90,"4,068.10",0.00,0.00,0.00,322.92,0.00,875.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,266.52","7,770.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,491.40,171.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,433.21",62.45%,38.67,101.40,0.00,1,Total_N_kg,
