fa_id,f_number,cf_accuracy,audit_full,type_audit,farmtype,fa_gent,fa_princt,fa_part,audit_year,carbon_other,de_d,de_e,de_of,de_re,de_rh,total_de,ie_fert,ie_lime,ie_feed,ie_bed,ie_pest,ie_wp,ie_refloss,ie_dc,ie_tr,total_ie,total_co2eu,me_ferm,me_manm,total_me,no_fert,no_mants,no_manm,no_orgmants,crop_nres,total_no,wf_co2,seqfor,netmlandu,total_wf_co2,total_lu_co2,total_ha_co2,farm_output_kg,averagessizeofbusiness,sumsox,o_tot,outp_ns,o_tgs,i_totnew,fbi,i_feed,i_fee_ho,qoffeedhomeproducedtonnes,i_ole,i_fert,labourx,i_mach,i_machd,landbc,newxmisc,outputinputratio,outputinputlesssubsratio,averagesizeoffarmhectares,aoc,aop,aosr,aocc,aofc,agr,noe,nrc,ndc,fis_d_oc,o_tc,o_tl,o_miscnew,omcat12,bullzz,dcow,ocat12,ofcat2,heifrr,omcat2,ocatt1,reacow,caveal,hefdar,chikks,fdeer,goatzz,henszz,opoult,tchick,booars,sowgil,piglet20,stopig,horsey,o_live,ewehlow,lamlow,oshlow,ramlow,ewelow,ewehill,lamhil,oshhil,ramhil,ewehil,dsecxx613,dseczz612,cropxp,livexp,otherxp,ys_year,fa_esu,fs_size,fa_orgpc,fa_cnw,fa_netp,fa_tccv,fa_tcov,fa_mcv,fa_mov,fa_int,fa_labu,fa_acv,fa_aov,fa_miout,fa_miouq,fa_vcexp,fa_tfcex,fa_glu,fa_outpt,fa_cinc,fa_crev,fa_lrev,fa_ifeed,fa_ifuel,i_lbc_rr,i_gross_rent,i_labour,ft_ten,fa_fbus,fa_aaua,co2e_peradjha,nuts2,lfasubx,lfabase,lfasupp,nsub_bps,nsub_bes,nsub_dtup,nsub_ssbeef,nsub_susheep,srdp1,srdp2,lmo,agri_eg,aid_scp,esa_g,supp_ad,supp_fa,fws_g,other_g,supp_q,othersub,ar_pil2,arg,aarg,afwl,aowl,lab_hrs_reg,year,an_code,crop_year,farm_type,total_area,noutput_barley,noutput_wheat,noutput_osr,noutput_oats_mc,noutput_straw,noutput_wholecrop,noutput_silage,noutput_hay,noutput_peas,noutput_beans,noutput_kale_turnips,noutput_sugar_beet,noutput_potatoes,noutput_veg,noutput_fruit,noutput_cattle_meat,noutput_sheep_meat,noutput_pig_meat,noutput_poultry_meat,noutput_eggs,noutput_milk,noutput_wool,noutput_total,ninput_fert,ninput_liqn,ninput_cereals,ninput_wholecrop,ninput_straw,ninput_hay,ninput_silage_grass,ninput_silage_maize,ninput_high_energy_concs,ninput_low_energy_concs,ninput_medium_energy_concs,ninput_soybeans,ninput_soya_oilcake,ninput_potatoes_veg,ninput_rapecake,ninput_draff,ninput_beetpulp,ninput_milkpowder,ninput_peas,ninput_beans,ninput_atmos_n,ninput_seed_barley,ninput_seed_wheat,ninput_seed_osr,ninput_seed_oats,ninput_seed_wholecrop,ninput_seed_peas,ninput_seed_beans,ninput_seed_kale_turnips,ninput_seed_sugar_beet,ninput_seed_pots,ninput_bedding,ninput_fym,ninput_composted,ninput_mixed_slurry,ninput_solid_poultry,ninput_total,nue,farm_n_surplus,total_adjusted_hectare,rough_grazing,variable,organiccode,comment,noutput_total_kgha,ninput_total_kgha,farm_n_surplus_kgha,grazingandforageharvestedcro,cereals,oilseeds,legumespeasandbeans,potatoes,beetandrootveg,totalcropoutput,netbalancesoldbeefkgdwt,netbalancesoldlambkgdwt,dairycattlenetbalancesoldk,pork,poultry,kgwool,fpcmilksaleskg,totallive,farmtotatal,live,column1,_merge
122222020,12222,Average,2,0,SDA Cattle,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,42681,4892,2688,0,0,50262,102250,22416,22869,0,53,0,0,497,0,148086,198347,757819,21181,779000,0,67122,0,255864,15947,338933,1316280,8168,1308113,8.8400002,5415,6701,148885,4.6732001,186966.41,290858,177889,112969,239098,61387,24850,11580,96,22769,33324,12328,36237,22251,47531,31121,1.25388,.78666002,244.08,19,0,0,0,0,163.08,188,140,0,231.60001,16027,159347,2515,24,7.5,0,19,0,40,0,141.10001,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,158,0,9,188,,7113,42011,47619,149468,2020,64.330002,8,1,1986073,83422,398700,386250,112594,123927,5516,1.63,2202723,2185825,0,0,89630,154600,238.46001,290858,60307,1612,155588,24850,6406,3017,2000,12328,4,2,196.42,6701.3501,UKM6,22649,22649,0,50300,3968,0,20166,0,0,0,0,0,0,0,0,0,0,0,0,0,15886,62,14.34,0,.75,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
122312020,12231,Average,2,0,SDA Cattle,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,50336,3632,16055,0,0,70023,101112,32882,22933,10656,42,0,0,824,0,168449,238472,513235,14115,527350,0,67730,0,166794,14018,248542,1014364,89298,925066,25.91,6053,6302,39139,3.8973999,131683.06,225563,140143,85420,156573,68989,26704,10950,85,25338,18525,0,23439,23839,16295,13727,1.44063,.89506,257.25,15,0,0,0,0,135.35001,336.5,91,0,115,25015,107779,7349,1.5,2.5,0,9,0,16,0,86,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.5,320,30,15.5,336.5,,,27231,52042,77300,2020,45.810001,8,1,1577866,81655,205095,217330,120700,115758,1060,2.0999999,1652778,1613316,0,0,79273,144979,171.09,225563,111449,0,138514,26704,14550,2668,0,0,1,1,160.95,6302.3501,UKM6,14446,14446,0,49556,0,0,7970,0,0,0,0,0,0,0,0,0,0,0,0,0,13448,106.9,10.6,0,8.1999998,4608,2020,NNKG,2019,Specialist Beef with Sheep,158.55,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.0347,289.0836,0,0,0,0,2.96,2524.0783,11710,0,0,0,259.2,0,0,0,0,0,1141.4,0,0,0,0,0,0,28.15,0,0,475.65,52.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13666.68,.1847,70.27800000000001,160.95,106.9,Total_N_kg,1,,15.91980542415642,86.1978,70.27800000000001,0,0,0,0,0,0,0,25005.4,13149,0,0,0,985,0,39139.4,39139.4,1,Drystock,Matched (3)
122342020,12234,Average,2,0,SDA Cattle,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,20026,1579,6029,0,0,27633,22620,10281,14320,6660,17,0,0,449,0,54347,81980,248466,6909,255375,0,15249,0,80879,7836,103964,441319,0,441319,4.8899999,5682,6433,90119,1.7332,64152.09,147149,119284,27865,102817,44332,11916,4780,37,4800,4411,6049,11007,32415,8623,10300,1.43117,1.1601599,74.699997,6,0,0,0,0,60.599998,151.5,52,0,53.599998,11334,58491,49459,4.5,2,0,5.0999999,0,0,0,42,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,88,2.4000001,6,151.5,,,17707,16716,68394,2020,22.620001,7,1,904047,50760,110040,111895,153597,149188,0,1.6900001,923625,876757,0,0,34423,99202,76.839996,147149,82146,6914,65951,11916,8418,1312,0,6049,1,1,68.599998,6433.2202,UKM6,4903,4903,0,17456,0,0,5506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1000004,2,0,0,3660,2020,NNKG,2019,Specialist Beef with Sheep,66.60000000000001,578,0,0,0,0,0,464.44,290,0,0,0,0,0,0,0,392.2380000000001,96.54012000000002,0,0,0,0,1.08,1822.29812,2500,0,309.7,0,162,0,297.5,0,0,0,131.7,0,0,0,0,0,7.2,0,0,0,199.8,20.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3628.809999999999,.5022,27.1248,68.59999999999999,8.1,Total_N_kg,1,,27.36191081081082,54.4867,27.1248,72765,0,0,0,0,0,72765,13297.7,3695.4,0,0,0,361,0,17354.1,90119.10000000001,.1925685010169875,,Matched (3)
122802020,12280,All Estimated,2,0,General Cropping,1 - Specialist field crops,16 - General field cropping,162 - COP and root crops combined,.,0,35436,7347,8615,0,0,51398,64443,0,0,0,216,0,0,0,0,64659,116057,0,0,0,0,42982,0,0,18939,61921,177979,32670,145309,.31999999,5443,1262,546233,1.6042,174050.55,527475,511306,16169,389555,137920,0,0,0,0,11713,67281,81880,136795,29661,31915,1.35405,1.3125401,141,77.400002,9.6999998,0,0,3.2,50.700001,0,0,0,30,82233,0,429073,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,42023,0,347532,2020,57.66,8,1,1883451,143044,19171,14722,600527,562403,0,3,1943570,1866139,0,0,42023,370344,10.2,527475,273804,75389,0,0,40206,22672,20764,67281,4,2,141,1262.26,UKM6,0,0,0,16169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7200,2020,NNKG,2019,General Cropping,131.1,8426.9,0,0,0,54,0,0,648.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9129.43,7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.3,269.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7875.04,1.1593,-9.568199999999999,141,0,Total_N_kg,1,Straw & hay sold,69.6371,60.0689,-9.568199999999999,40533.33333333333,505700,0,0,0,0,546233.3333333334,0,0,0,0,0,0,0,0,546233.3333333334,0,,Matched (3)
122902020,12290,Average,2,0,SDA Cattle,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,72005,14884,3317,0,0,90207,251933,90081,24725,0,121,0,0,763,0,367623,457830,1008417,28232,1036649,0,177929,0,333239,28531,539699,2034178,48569,1985609,15.68,6422,5705,129704,6.8058,296734.09,410381,281609,128772,333679,76701,42233,27720,220,29915,41981,17051,47105,47773,28799,58409,1.22987,.84394997,413.95001,43.200001,0,0,0,4.4000001,296.06,397.5,214,0,249.5,32575,242162,6872,18,4,0,30,0,24,0,173.5,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,190,17,9.5,397.5,,,62394,72148,199137,2020,99.199997,8,1,1546394,98132,469875,466665,208534,132147,41158,2.1600001,2238765,2141757,0,0,134542,203214,309.57999,410381,125429,700,248872,42233,15339,4320,0,17051,1,1,356.56,5705.0098,UKM6,23376,23376,0,78715,6752,0,19429,0,0,0,0,0,0,0,0,0,0,0,0,0,500,70.290001,12.9,4.46,0,4416,2020,NNKG,2019,Specialist Beef with Sheep,348.1199999999999,3349,0,0,724,0,0,0,0,0,0,0,0,0,0,0,1634.16935,159.74361,0,0,0,0,3.24,5870.15296,29550,0,0,0,0,0,0,0,0,0,1141.4,0,0,0,0,1190,0,0,0,0,1044.36,122.67,0,0,27.51,16.86,0,0,0,0,0,0,0,0,0,0,33092.8,.1774,78.1992,356.5599999999999,70.29000000000001,Total_N_kg,1,,16.86234535217741,95.06150000000001,78.1992,0,67000,0,0,0,0,67000,55644.7,5978.7,0,0,0,1081,0,62704.4,129704.4,.4834408084845233,,Matched (3)
123002020,12300,Average,2,0,General Cropping,1 - Specialist field crops,16 - General field cropping,166 - Various field crops combined,.,0,13107,2035,41477,0,0,56619,48360,31195,0,0,106,0,0,0,0,79661,136280,0,0,0,0,31449,0,0,10492,41941,178221,196020,-17799,1.63,0,968,108900,.59789997,80234.188,133157,64915,68242,113618,31883,0,0,0,0,17891,6015,21315,8649,31131,20453,1.27083,.69115001,184.10001,38,0,0,0,3.5,142.60001,0,0,0,0,61818,0,3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26055,0,87563,2020,17.290001,7,1,1904691,31002,42877,59447,37631,45346,7413,.80000001,2093838,2136529,0,0,32070,103581,0,133157,49474,68978,0,0,4012,2280,0,6015,1,4,184.10001,968.07001,UKM5,0,0,0,38764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29478,0,0,16,2,1520,2020,NNKG,2019,General Cropping,198.6,4408.1,0,0,0,588.0599999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4996.16,5670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191.6,132.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6994.030000000001,.7143,10.0597,184.1,0,Total_N_kg,1,,25.1569,35.21660000000001,10.0597,0,108900,0,0,0,0,108900,0,0,0,0,0,0,0,0,108900,0,,Matched (3)
123212020,12321,Average,2,0,General Cropping,1 - Specialist field crops,16 - General field cropping,162 - COP and root crops combined,.,0,40257,1887,1462,0,0,43607,64699,33638,0,0,171,0,0,0,0,98507,142114,0,0,0,0,42669,0,0,16593,59261,201375,10890,190485,.25,0,2163,787800,3.2958,192166.56,135812,116336,19476,116565,19247,0,0,0,0,14198,4104,25439,21012,26935,8331,1.16512,.99804002,93.099998,61.099998,13.7,0,13,5.3000002,0,0,0,0,0,100344,0,15992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30744,0,85821,2020,91.830002,8,1,498322,27960,38353,20409,97059,44880,0,.56999999,498322,475398,0,0,34848,86846,0,135812,17698,82237,0,0,6464,13950,12500,4104,2,2,93.099998,2163,UKM5,0,0,0,19476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1100,2020,NNKG,2019,General Cropping,62.1,5185,4738.24,0,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11300.24,7110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.6,124.07,119.34,0,0,0,0,0,0,0,0,0,0,0,0,0,7726.01,1.4626,-57.5561,93.09999999999999,0,Total_N_kg,1,255t straw sold,181.9685,124.4124,-57.5561,0,787800,0,0,0,0,787800,0,0,0,0,0,0,0,0,787800,0,,Matched (3)
123702020,12370,Average,2,0,SDA Specialist Sheep,4 - Specialist grazing livestock,"48 - Sheep, goats and other grazing livestock",481 - Specialist sheep,.,0,7283,2427,2728,0,0,12438,4288,0,25580,3330,0,0,0,98,0,33296,45734,71709,1772,73480,0,2440,0,22117,157,24714,143928,0,143928,17.48,5291,3387,8229,1.2147,16302.47,43998,22175,21823,34454,9544,8109,0,0,5766,1584,0,6479,4338,3614,4564,1.27701,.64361,637.40002,0,0,0,0,0,11.2,167.5,2,0,6,0,21149,1026,1,.5,0,.5,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,135,0,13,167.5,,,1584,13875,18995,2020,5.0300002,3,1,807168,11344,16230,20560,19286,23519,1156,.63,823782,812724,0,0,15459,30379,30.030001,43998,19837,0,28834,8109,2958,1074,120,0,4,1,42.5,3386.54,UKM6,6796,6796,0,11908,0,0,625,2494,0,0,0,0,0,0,0,0,0,0,0,0,0,626.20001,31.299999,0,0,1200,2020,NNKG,2019,Specialist Sheep LFA,11.20000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.678875,88.27785,0,0,0,0,1.31,201.266725,400,0,0,0,81,80,255,0,0,0,1009.7,0,0,0,0,0,0,0,0,0,33.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859.3,.1082,148.0387,42.5,626.2,Total_N_kg,1,,17.97027901785707,166.009,148.0387,0,0,0,0,0,0,0,3802.75,3991.5,0,0,0,435,0,8229.25,8229.25,1,Drystock,Matched (3)
123832020,12383,Average,2,0,Cereal,1 - Specialist field crops,"15 - Specialist cereals, oilseeds and protein crops","151 - Specialist cereals (not rice), oilseeds and protein crops",.,0,48250,2638,6136,0,0,57023,79572,41792,22198,0,227,0,0,0,0,143789,200812,8825,232,9057,0,50497,0,3433,13817,67747,277616,0,277616,.49000001,88980,2789,557685,.81950003,85940.063,120551,100182,20369,130138,-9588,4758,0,0,1647,15644,1025,29771,30164,18364,10161,.92632997,.76981002,101.41,69,0,10.83,0,3.5,15.82,0,0,0,4.8000002,75176,10755,14251,4.8000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34248,6405,89485,2020,36.189999,7,1,1184017,-6988,28603,57390,131513,112157,0,1,1198066,1239518,0,0,41678,114775,3.1199999,120551,51963,61949,51005,4758,10303,9154,7289,1025,4,2,99.550003,2788.71,UKM5,0,0,0,20369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,.40000001,0,0,2200,2020,NNKG,2019,Specialist Cereals,95.64999999999999,6140.4,0,1026.21,0,588.6,0,239.7,96,0,0,0,0,0,0,0,381.3425000000001,0,0,0,0,0,0,8472.252500000001,8279,0,0,0,0,0,0,0,0,0,965.8,0,0,0,0,0,0,0,0,0,573.9,240.47,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,10060.45,.8421,16.6042,99.55,2.26,Total_N_kg,1,,88.57555311029795,105.1798,16.6042,34200,470200,43300,0,0,0,547700,12985,0,0,0,0,0,0,12985,560685,.023159171370734,,Matched (3)
123922020,12392,All Estimated,2,0,Lowland Cattle & Sheep,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,168973,9471,12096,0,0,190539,261418,22508,123978,3330,247,0,0,2321,0,413803,604342,938199,25933,964132,0,195041,0,326981,33668,555691,2124165,0,2124165,7.0799999,6436,9240,299891,6.5337,320685,438398,368604,69794,458420,-10963,112114,42600,330,41677,33602,33055,73731,35033,54081,48306,.97612,.82407999,229.89999,88.400002,0,0,0,9.1999998,132.3,86,115.5,0,359,78416,284327,5861,128,7,0,60,11,25,8,120,115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,440.5,376,3.5,86,0,0,0,0,0,,,60423,153791,244206,2020,102.19,9,1,1642177,-4935,446292,452243,159014,183968,17060,3.1300001,2273404,2322358,0,0,216400,267174,355.04001,438398,22867,23349,470398,112114,36770,15150,12000,33055,4,2,229.89999,9239.5195,UKM5,0,0,0,53273,3552,0,12969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7130,2020,NNKG,2019,Cattle and Sheep (Lowland),225.2,7257.3,2044.64,0,579.2,48.6,0,0,0,0,0,540,0,0,0,0,2444.716725,649.4796,0,0,0,0,.76,13564.696325,31977,0,1630,0,81,0,255,0,0,0,3424.2,0,0,189,0,1462,0,0,0,0,1351.2,236.28,60.37,0,26.48,0,0,0,.05,0,0,0,0,0,0,0,40692.58,.3333,120.4614,229.9,0,Total_N_kg,1,,60.23397053730018,180.6954,120.4614,0,234200,0,0,0,0,234200,59288.45,6150.6,0,0,0,252,0,65691.05,299891.05,.2190497182226679,,Matched (3)
124072020,12407,Above Average,2,0,SDA Cattle,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,463,3638,7305,0,0,11407,0,0,34825,6660,0,0,0,80,0,41565,52972,116319,3011,119330,0,0,0,43435,2047,45482,217784,0,217784,22.299999,5377,4537,9765,.63419998,41391.379,42329,32242,10087,57632,-5235,13524,0,0,7416,0,0,6961,5838,8428,14481,.9138,.74769002,50.299999,0,0,0,0,0,47.299999,45,0,0,50,4728,25367,2147,21,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,52,0,2.5,45,,,984,20940,35708,2020,5.0999999,3,1,679027,-10346,45883,59075,25500,27214,777,1.6900001,696379,686853,0,0,21924,78430,40.139999,42329,6501,4800,69119,13524,3172,3343,1200,0,4,2,48,4537.1699,UKM5,385,385,0,9702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.69999999,0,0,3520,2020,NNKG,2019,Specialist Beef with Sheep,47.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.181015,43.20918000000001,0,0,0,0,.77,463.160195,0,0,489,0,162,0,0,0,0,0,769.13,0,0,0,0,0,0,74.31999999999999,0,0,283.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778.25,.2605,27.8031,48,3,Total_N_kg,1,,9.791991226215645,37.5951,27.8031,0,0,0,0,0,0,0,7569.99,1938.6,0,0,0,256,0,9764.59,9764.59,1,Drystock,Matched (3)
124152020,12415,Above Average,2,0,Mixed,8 - Mixed Crops - livestock,83 - Field crops - grazing livestock combined,834 - Non-dairying grazing livestock combined with field crops,.,0,24607,2536,19546,0,0,46689,37215,154517,18162,0,125,0,0,167,0,210185,256875,104949,2816,107765,0,26276,0,39848,13170,79295,443934,0,443934,1.33,9995,3215,333047,1.0953,98732.281,92844,58012,34832,139481,-45744,15285,6500,50,2921,11339,3030,29569,16407,18536,32680,.68566,.4463,156.5,44.900002,0,0,0,3.7,85.800003,0,6,0,60.5,39667,12436,5909,12.5,2.5,0,15.5,12.5,0,9,8.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4460,,21053,18206,100222,2020,25.99,7,1,1250400,-36614,71445,64920,72817,66444,15852,1,1634935,1614325,0,0,42289,110819,42.09,92844,-35196,27217,31901,15285,10325,2717,0,3030,1,1,138.10001,3214.5801,UKM5,2296,2296,0,32336,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1,3.7,0,0,2200,2020,NNKG,2019,Mixed Farms,130.7,4964,0,0,0,459,0,0,0,0,0,0,0,0,0,0,299.56399,0,0,0,0,0,0,5722.56399,4308,0,0,0,0,0,0,0,0,0,790.2,0,0,0,0,0,0,0,0,0,784.2,156.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6038.879999999999,.9476,2.4201,138.1,22.1,Total_N_kg,1,,43.78399686304514,46.2041,2.4201,0,327000,0,0,0,0,327000,6047.300000000001,0,0,0,0,0,0,6047.300000000001,333047.3,.0181574809343898,,Matched (3)
124332020,12433,Average,2,0,Cereal,1 - Specialist field crops,"15 - Specialist cereals, oilseeds and protein crops","151 - Specialist cereals (not rice), oilseeds and protein crops",.,0,65015,2021,5183,0,0,72218,130786,41367,0,0,289,0,0,0,0,172441,244659,0,0,0,0,94877,0,0,23836,118712,363371,0,363371,.37,0,3338,974746,.98790002,111832.07,153451,130092,23359,111195,42256,0,0,0,0,21918,0,22835,15136,10693,14047,1.38002,1.16994,108.86,103.41,0,0,0,5.4499998,0,0,0,0,0,126533,0,3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,48484,0,62711,2020,51.18,8,1,1464366,45224,52882,55066,70904,84912,1254,1,1504035,1503275,0,0,48484,91094,0,153451,62029,124160,0,0,11922,1247,0,0,1,2,108.86,3337.97,UKM5,0,0,0,23359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,2020,NNKG,2019,Specialist Cereals,103.41,6556.9,4617.6,0,4003.72,787.5700000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15965.79,15555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.46,157.91,130.1,0,104.2,0,0,0,0,0,0,0,0,0,0,0,16567.67,.9637,5.8203,108.86,0,Total_N_kg,1,,154.3931,160.2134,5.8203,0,974746.1538461539,0,0,0,0,974746.1538461539,0,0,0,0,0,0,0,0,974746.1538461539,0,,Matched (3)
124662020,12466,Average,2,0,SDA Specialist Sheep,4 - Specialist grazing livestock,"48 - Sheep, goats and other grazing livestock",481 - Specialist sheep,.,0,8816,1581,6556,0,0,16952,8738,0,16578,26640,0,0,0,2188,0,54145,71098,242208,6405,248613,0,6031,0,73194,2946,82171,401882,0,401882,204.61,4214,1053,1964,3.4721,81526.141,67121,12515,54606,57775,9346,20193,0,0,3425,1116,450,13741,1159,6091,11002,1.16177,.21662,1460.47,0,0,0,0,0,111.67,615,21,0,21.299999,-60,11875,700,0,0,0,3.3,0,4.5,0,13.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,135,193.3,1,19,615,,,1714,23618,32443,2020,21.33,7,1,471306,10821,78590,65165,6087,3845,5994,1,579765,561571,0,0,25782,65492,98.459999,67121,-2145,0,7519,20193,3825,2740,1480,450,4,2,381.67001,1052.96,UKM6,14068,14068,0,30530,0,0,1402,8606,0,0,0,0,0,0,0,0,0,0,0,0,0,1348.8,270,0,0,3000,2020,NNKG,2019,Specialist Sheep LFA,111.6699999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.227025,40.0653,0,0,0,0,1.62,67.91232500000001,988.8,0,0,0,648,0,0,0,0,0,803.37,0,0,0,0,0,0,7.32,0,0,335.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782.5,.0244,24.3091,381.67,1348.8,Total_N_kg,1,,.6081448911972785,24.9172,24.3091,0,0,0,0,0,0,0,893.0500000000001,531,0,0,0,540,0,1964.05,1964.05,1,Drystock,Matched (3)
124752020,12475,Average,2,0,SDA Cattle,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,39202,2597,6234,0,0,48034,55612,902,1412,11100,49,0,0,893,0,69967,118000,266107,7599,273706,0,40976,0,89418,8368,138761,530468,10890,519578,22.15,6492,4573,23943,1.7779,78239.648,104761,58318,46443,89222,15539,14493,9900,82.5,9616,8828,0,17213,8050,9966,15773,1.17416,.65363002,184.5,17.5,0,0,0,0,64.5,0,66,0,76.5,16883,33115,8320,9,3,0,8,0,0,0,56.5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14111,24109,51002,2020,29.93,7,1,969507,20328,186130,164065,40751,48139,3648,1.0700001,1056425,1049654,0,0,38220,82433,78.010002,104761,2910,2018,38315,14493,10024,1300,0,0,1,1,116,4573,UKM6,10161,10161,0,20196,2480,0,4627,0,0,0,0,0,0,0,0,0,0,0,0,0,8979,102.5,34,0,1,2490,2020,NNKG,2019,Specialist Beef with Sheep,83,1530,0,0,307.7,0,0,0,0,0,0,0,0,0,0,0,322.9737500000001,0,0,0,0,0,0,2160.67375,6800,0,0,0,270,0,0,0,0,0,109.75,84.59999999999999,0,0,0,0,0,0,0,0,249,50.53,0,0,10.32,0,0,0,0,0,0,0,0,0,0,0,7574.2,.2853,65.22329999999999,116,102.5,Total_N_kg,1,,26.03215,91.25540000000001,65.22329999999999,0,17000,0,0,0,0,17000,6943,0,0,0,0,0,0,6943,23943,.2899803700455248,,Matched (3)
